time_s,y_pred,lift_filt,tail_raw,tail_filt,dot_alpha_raw,sp_ref,depth_target,e,de,s,u,Kp,Ki,Kd,K1,K2,K,tau1,L,fc_lift,fc_tail,omega_ref,lift_offset,tail_offset,is_auto,alpha_manual,u_eq,u_sw,u_sw_i,est_depth,dot_alpha_ref,ddot_alpha_ref
13:51:45:129,25.226711,25.170134,41.934807,41.978073,0.000000,24.999804,100.000000,0.226908,0.418930,0.561016,0.108109,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.002615,0.105494,0.350107,111.643295,0.000196,-0.000000
13:51:45:129,25.224043,25.170361,42.011101,41.978706,0.000000,24.999804,100.000000,0.224239,0.267383,0.429745,0.089060,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.004528,0.084532,0.343107,111.644806,0.000196,-0.000000
13:51:45:129,25.221666,25.170553,41.972954,41.996738,0.000000,24.999804,100.000000,0.221863,0.100223,0.285221,0.063497,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006659,0.056838,0.336107,111.681084,0.000196,-0.000000
13:51:45:129,25.222820,25.173937,41.980583,41.994316,0.000000,24.999804,100.000000,0.223017,-0.022245,0.181393,0.040670,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008325,0.032346,0.329107,111.679962,0.000196,-0.000000
13:51:45:129,25.233273,25.186279,42.011101,41.989384,0.000000,24.999804,100.000000,0.233469,-0.106913,0.116043,0.023181,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009825,0.013355,0.322107,111.683678,0.000196,-0.000000
13:51:45:129,25.245895,25.200481,41.988213,41.970840,0.000000,24.999804,100.000000,0.246092,-0.154460,0.084048,0.013568,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.010912,0.002655,0.315107,111.662209,0.000196,-0.000000
13:51:45:140,25.255938,25.211796,41.911919,41.960938,0.000000,24.999804,100.000000,0.256134,-0.133018,0.109775,0.025082,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.010991,0.014091,0.308107,111.654854,0.000196,-0.000000
13:51:45:159,25.256596,25.213512,41.957695,41.964996,0.000000,24.999804,100.000000,0.256792,-0.110966,0.130035,0.033334,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.010722,0.022612,0.301107,111.664856,0.000196,-0.000000
13:51:45:179,25.250782,25.208578,41.980583,41.959621,0.000000,24.999804,100.000000,0.250978,-0.089654,0.145506,0.039338,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.010229,0.029108,0.294107,111.648682,0.000196,-0.000000
13:51:45:199,25.243311,25.201870,41.995842,41.960655,0.000000,24.999804,100.000000,0.243507,-0.069986,0.158479,0.044292,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009698,0.034594,0.287107,111.643364,0.000196,-0.000000
13:51:45:328,25.233606,25.192871,41.965324,41.966053,0.000000,24.999804,100.000000,0.233803,-0.052511,0.168105,0.048059,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009116,0.038943,0.280107,111.644264,0.000196,-0.000000
13:51:45:328,25.225592,25.185539,41.980583,41.978580,0.000000,24.999804,100.000000,0.225788,-0.037498,0.176667,0.051535,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008627,0.042908,0.273108,111.661255,0.000196,-0.000000
13:51:45:328,25.223537,25.184179,41.995842,41.982059,0.000000,24.999804,100.000000,0.223734,-0.073352,0.145279,0.044017,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009029,0.034989,0.266108,111.666718,0.000196,-0.000000
13:51:45:328,25.220797,25.182171,41.972954,41.985836,0.000000,24.999804,100.000000,0.220993,-0.099173,0.122075,0.038119,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009272,0.028847,0.259108,111.672058,0.000196,-0.000000
13:51:45:328,25.224304,25.186411,42.011101,41.980385,0.000000,24.999804,100.000000,0.224501,-0.112037,0.114010,0.037085,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009569,0.027516,0.252108,111.665825,0.000196,-0.000000
13:51:45:328,25.227833,25.190670,41.934807,41.983055,0.000000,24.999804,100.000000,0.228029,-0.115139,0.114373,0.038870,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009738,0.029132,0.245108,111.675850,0.000196,-0.000000
13:51:45:353,25.228720,25.192282,41.934807,41.974625,0.000000,24.999804,100.000000,0.228916,-0.111236,0.119076,0.041992,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009718,0.032274,0.238108,111.660759,0.000196,-0.000000
13:51:45:359,25.222534,25.186815,41.980583,41.973698,0.000000,24.999804,100.000000,0.222731,-0.102628,0.123287,0.044595,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009381,0.035215,0.231108,111.652893,0.000196,-0.000000
13:51:45:379,25.216560,25.181564,41.988213,41.975853,0.000000,24.999804,100.000000,0.216757,-0.091179,0.130055,0.048000,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.009013,0.038987,0.224108,111.651428,0.000196,-0.000000
13:51:45:399,25.214687,25.180399,41.995842,41.975288,0.000000,24.999804,100.000000,0.214884,-0.078344,0.140628,0.052702,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008775,0.043927,0.217108,111.649017,0.000196,-0.000000
13:51:45:525,25.217709,25.184135,41.980583,41.981483,0.000000,24.999804,100.000000,0.217905,-0.065216,0.154586,0.058490,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008710,0.049780,0.210108,111.665512,0.000196,-0.000000
13:51:45:525,25.215536,25.182722,41.965324,41.983723,0.000000,24.999804,100.000000,0.215733,-0.052577,0.164806,0.062804,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008464,0.054340,0.203108,111.668442,0.000196,-0.000000
13:51:45:525,25.209148,25.177145,41.995842,41.992348,0.000000,24.999804,100.000000,0.209345,-0.040949,0.171439,0.065850,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008079,0.057771,0.196108,111.679558,0.000196,-0.000000
13:51:45:525,25.206188,25.175041,42.011101,41.992893,0.000000,24.999804,100.000000,0.206385,-0.030644,0.179112,0.069295,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007835,0.061460,0.189108,111.678329,0.000196,-0.000000
13:51:45:525,25.202852,25.172623,42.026360,41.994423,0.000000,24.999804,100.000000,0.203049,-0.051088,0.160090,0.065384,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007986,0.057398,0.182108,111.678734,0.000196,-0.000000
13:51:45:525,25.197771,25.168514,41.988213,41.983501,0.000000,24.999804,100.000000,0.197968,-0.087321,0.126361,0.056446,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008283,0.048164,0.175108,111.652367,0.000196,-0.000000
13:51:45:540,25.193651,25.165430,41.927177,41.984478,0.000000,24.999804,100.000000,0.193848,-0.108109,0.106509,0.051067,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008409,0.042658,0.168108,111.650932,0.000196,-0.000000
13:51:45:559,25.198383,25.171139,42.003487,41.983738,0.000000,24.999804,100.000000,0.198580,-0.116972,0.102580,0.051385,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008698,0.042687,0.161108,111.655731,0.000196,-0.000000
13:51:45:579,25.205843,25.179487,42.003487,41.996231,0.000000,24.999804,100.000000,0.206039,-0.117010,0.108012,0.055153,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008968,0.046185,0.154108,111.689896,0.000196,-0.000000
13:51:45:599,25.204628,25.179138,42.018730,41.996006,0.000000,24.999804,100.000000,0.204824,-0.110859,0.113224,0.058398,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008843,0.049555,0.147108,111.689064,0.000196,-0.000000
13:51:45:723,25.200222,25.175598,41.980583,41.996075,0.000000,24.999804,100.000000,0.200418,-0.100697,0.119833,0.061918,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008549,0.053369,0.140108,111.685310,0.000196,-0.000000
13:51:45:723,25.192657,25.168877,41.957695,41.995815,0.000000,24.999804,100.000000,0.192854,-0.088261,0.126354,0.065200,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008110,0.057089,0.133108,111.677399,0.000196,-0.000000
13:51:45:723,25.190630,25.167667,41.972954,41.997025,0.000000,24.999804,100.000000,0.190826,-0.074888,0.137208,0.070029,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007860,0.062169,0.126108,111.678482,0.000196,-0.000000
13:51:45:723,25.188507,25.166384,41.988213,41.998013,0.000000,24.999804,100.000000,0.188704,-0.061566,0.147953,0.074682,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007606,0.067075,0.119108,111.679047,0.000196,-0.000000
13:51:45:727,25.184462,25.163246,42.026360,41.996735,0.000000,24.999804,100.000000,0.184658,-0.048984,0.156818,0.078584,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007293,0.071291,0.112108,111.673042,0.000196,-0.000000
13:51:45:727,25.184826,25.164574,41.965324,41.997776,0.000000,24.999804,100.000000,0.185022,-0.081358,0.129836,0.071945,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007736,0.064210,0.105108,111.676582,0.000196,-0.000000
13:51:45:739,25.187313,25.168018,41.950081,41.991013,0.000000,24.999804,100.000000,0.187510,-0.108999,0.108291,0.066383,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008192,0.058191,0.098108,111.666847,0.000196,-0.000000
13:51:45:759,25.190077,25.171728,42.003487,41.997822,0.000000,24.999804,100.000000,0.190273,-0.122618,0.098988,0.064680,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008473,0.056208,0.091108,111.684547,0.000196,-0.000000
13:51:45:779,25.190643,25.173237,41.995842,41.995903,0.000000,24.999804,100.000000,0.190840,-0.125691,0.097359,0.065605,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008534,0.057071,0.084108,111.682365,0.000196,-0.000000
13:51:45:799,25.192822,25.176350,42.003487,41.991753,0.000000,24.999804,100.000000,0.193018,-0.121209,0.103260,0.069350,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008553,0.060797,0.077108,111.677490,0.000196,-0.000000
13:51:45:923,25.195543,25.179974,41.980583,41.990448,0.000000,24.999804,100.000000,0.195740,-0.111668,0.113868,0.074678,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008525,0.066153,0.070108,111.678864,0.000196,-0.000000
13:51:45:923,25.191292,25.176609,41.934807,41.996498,0.000000,24.999804,100.000000,0.191488,-0.099088,0.122627,0.078905,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.008205,0.070701,0.063108,111.687263,0.000196,-0.000000
13:51:45:923,25.185570,25.171766,41.995842,41.993908,0.000000,24.999804,100.000000,0.185766,-0.085041,0.131684,0.083051,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007811,0.075240,0.056108,111.676758,0.000196,-0.000000
13:51:45:924,25.182913,25.169973,41.995842,41.994110,0.000000,24.999804,100.000000,0.183109,-0.070710,0.142934,0.087900,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007525,0.080375,0.049108,111.675194,0.000196,-0.000000
13:51:45:924,25.178553,25.166489,42.018730,41.991306,0.000000,24.999804,100.000000,0.178749,-0.056938,0.152604,0.092070,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007185,0.084884,0.042108,111.665749,0.000196,-0.000000
13:51:45:924,25.172325,25.161184,41.980583,41.989506,0.000000,24.999804,100.000000,0.172522,-0.044285,0.160095,0.095440,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006792,0.088648,0.035108,111.656311,0.000196,-0.000000
13:51:45:939,25.169079,25.158924,41.957695,41.997379,0.000000,24.999804,100.000000,0.169275,-0.033085,0.168229,0.099074,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006527,0.092547,0.028108,111.669579,0.000196,-0.000000
13:51:45:959,25.166605,25.157511,42.011101,41.997421,0.000000,24.999804,100.000000,0.166801,-0.023497,0.175463,0.102441,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006310,0.096131,0.021108,111.668106,0.000196,-0.000000
13:51:45:979,25.168356,25.160372,41.995842,41.998493,0.000000,24.999804,100.000000,0.168552,-0.015545,0.183990,0.106303,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006268,0.100035,0.014108,111.673393,0.000196,-0.000000
13:51:45:999,25.173492,25.166677,42.041618,41.995701,0.000000,24.999804,100.000000,0.173689,-0.009160,0.193352,0.110481,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006369,0.104112,0.007108,111.674744,0.000196,-0.000000
13:51:46:121,25.170620,25.165026,41.965324,42.003738,0.000000,24.999804,100.000000,0.170816,-0.004211,0.196358,0.112617,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006199,0.106418,0.000108,111.689003,0.000196,-0.000000
13:51:46:121,25.170313,25.165955,41.957695,41.993031,0.000000,24.999804,100.000000,0.170509,-0.000530,0.199906,0.115003,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006139,0.108863,-0.006892,111.668610,0.000196,-0.000000
13:51:46:122,25.179525,25.176367,41.980583,41.984398,0.000000,24.999804,100.000000,0.179722,0.002068,0.208630,0.119108,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006438,0.112670,-0.013892,111.662796,0.000196,-0.000000
13:51:46:122,25.182632,25.180649,42.018730,41.980358,0.000000,24.999804,100.000000,0.182829,0.003769,0.212701,0.121751,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006528,0.115223,-0.020892,111.659431,0.000196,-0.000000
13:51:46:127,25.175797,25.174980,42.033989,41.994144,0.000000,24.999804,100.000000,0.175993,0.004751,0.209782,0.122216,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006268,0.115948,-0.027892,111.680771,0.000196,-0.000000
13:51:46:127,25.168034,25.168373,41.980583,41.995811,0.000000,24.999804,100.000000,0.168230,0.005178,0.205762,0.122358,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005981,0.116377,-0.034892,111.676834,0.000196,-0.000000
13:51:46:139,25.166454,25.167923,41.965324,41.994904,0.000000,24.999804,100.000000,0.166651,0.005193,0.205332,0.123675,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005924,0.117751,-0.041892,111.674522,0.000196,-0.000000
13:51:46:159,25.166397,25.168972,41.995842,41.994129,0.000000,24.999804,100.000000,0.166594,0.004918,0.205626,0.125243,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005926,0.119317,-0.048892,111.674126,0.000196,-0.000000
13:51:46:179,25.170086,25.173792,42.003487,41.989109,0.000000,24.999804,100.000000,0.170282,0.004456,0.208162,0.127540,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006065,0.121474,-0.055892,111.669388,0.000196,-0.000000
13:51:46:199,25.165295,25.170198,42.018730,41.993984,0.000000,24.999804,100.000000,0.165491,0.003885,0.205176,0.128073,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005900,0.122174,-0.062892,111.675186,0.000196,-0.000000
13:51:46:324,25.161154,25.167299,41.980583,41.995625,0.000000,24.999804,100.000000,0.161350,-0.036266,0.168549,0.119755,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006282,0.113473,-0.069892,111.675278,0.000196,-0.000000
13:51:46:324,25.165876,25.173252,41.965324,41.996742,0.000000,24.999804,100.000000,0.166073,-0.076775,0.137293,0.112339,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006990,0.105349,-0.076892,111.684059,0.000196,-0.000000
13:51:46:324,25.162365,25.170946,42.011101,41.989799,0.000000,24.999804,100.000000,0.162561,-0.101117,0.114672,0.106361,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007186,0.099175,-0.083892,111.667641,0.000196,-0.000000
13:51:46:324,25.157372,25.167150,41.980583,41.999611,0.000000,24.999804,100.000000,0.157568,-0.112841,0.101934,0.103173,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007161,0.096012,-0.090892,111.683090,0.000196,-0.000000
13:51:46:324,25.158430,25.169390,42.049248,41.999813,0.000000,24.999804,100.000000,0.158627,-0.115102,0.101203,0.104454,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007229,0.097225,-0.097891,111.685951,0.000196,-0.000000
13:51:46:325,25.163460,25.175526,41.980583,41.993816,0.000000,24.999804,100.000000,0.163656,-0.110610,0.108834,0.108893,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007352,0.101541,-0.104891,111.680710,0.000196,-0.000000
13:51:46:339,25.164656,25.177736,41.980583,41.986591,0.000000,24.999804,100.000000,0.164852,-0.101624,0.117887,0.113535,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007276,0.106259,-0.111891,111.668694,0.000196,-0.000000
13:51:46:359,25.165293,25.179321,42.003487,41.988388,0.000000,24.999804,100.000000,0.165489,-0.089963,0.128885,0.118652,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.007144,0.111508,-0.118891,111.674026,0.000196,-0.000000
13:51:46:379,25.159931,25.174896,42.003487,41.990452,0.000000,24.999804,100.000000,0.160128,-0.077044,0.137118,0.122487,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006779,0.115708,-0.125891,111.673286,0.000196,-0.000000
13:51:46:399,25.157120,25.173010,42.018730,41.991398,0.000000,24.999804,100.000000,0.157316,-0.063926,0.147139,0.126892,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006503,0.120389,-0.132891,111.673103,0.000196,-0.000000
13:51:46:529,25.153507,25.170355,41.980583,41.995163,0.000000,24.999804,100.000000,0.153704,-0.051362,0.156160,0.130866,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006206,0.124659,-0.139891,111.677719,0.000196,-0.000000
13:51:46:529,25.152325,25.170174,41.957695,41.991386,0.000000,24.999804,100.000000,0.152521,-0.039851,0.165822,0.135051,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.006011,0.129040,-0.146891,111.669968,0.000196,-0.000000
13:51:46:529,25.152655,25.171556,41.995842,41.996796,0.000000,24.999804,100.000000,0.152851,-0.029686,0.175297,0.139172,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005888,0.133284,-0.153891,111.682304,0.000196,-0.000000
13:51:46:529,25.147848,25.167854,42.018730,41.995068,0.000000,24.999804,100.000000,0.148045,-0.021003,0.180199,0.141767,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005599,0.136168,-0.160891,111.674774,0.000196,-0.000000
13:51:46:529,25.145718,25.166874,41.988213,41.998558,0.000000,24.999804,100.000000,0.145914,-0.013817,0.185513,0.144576,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005427,0.139149,-0.167891,111.680679,0.000196,-0.000000
13:51:46:529,25.150667,25.173027,42.003487,41.992535,0.000000,24.999804,100.000000,0.150864,-0.008060,0.194136,0.148543,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005529,0.143014,-0.174891,111.675400,0.000196,-0.000000
13:51:46:547,25.149883,25.173487,41.957695,41.998081,0.000000,24.999804,100.000000,0.150080,-0.003609,0.197975,0.150985,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005442,0.145543,-0.181891,111.686996,0.000196,-0.000000
13:51:46:559,25.149197,25.174034,42.018730,41.995560,0.000000,24.999804,100.000000,0.149393,-0.000310,0.200880,0.153186,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005373,0.147812,-0.188891,111.682556,0.000196,-0.000000
13:51:46:579,25.151398,25.177460,41.995842,41.993294,0.000000,24.999804,100.000000,0.151594,0.002009,0.204797,0.155767,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005422,0.150345,-0.195891,111.681793,0.000196,-0.000000
13:51:46:599,25.144320,25.171612,42.033989,41.994095,0.000000,24.999804,100.000000,0.144516,0.003517,0.202069,0.156253,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005146,0.151106,-0.202891,111.676964,0.000196,-0.000000
13:51:46:731,25.140442,25.168953,41.950081,41.997768,0.000000,24.999804,100.000000,0.140638,-0.045685,0.157754,0.145681,0.640000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,25.000000,0.005659,0.140023,-0.209891,111.681381,0.000196,-0.000000
