time_s,y_pred,lift_filt,tail_raw,tail_filt,dot_alpha_raw,sp_ref,depth_target,e,de,s,u,Kp,Ki,Kd,K1,K2,K,tau1,L,fc_lift,fc_tail,omega_ref,lift_offset,tail_offset,is_auto,alpha_manual,u_eq,u_sw,u_sw_i,est_depth,dot_alpha_ref,ddot_alpha_ref
13:52:57:362,16.928282,16.991598,42.026360,42.024551,0.000000,15.904648,100.000000,1.023634,1.374749,1.710874,0.240709,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.115420,0.356129,-0.197291,102.739861,-1.445852,2.170615
13:52:57:382,16.928223,16.993896,42.026360,42.029499,0.000000,15.876204,100.000000,1.052018,1.307283,1.679097,0.243008,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.111678,0.354686,-0.204291,102.752281,-1.403074,2.113159
13:52:57:402,16.922630,16.990686,42.056892,42.029892,0.000000,15.848603,100.000000,1.074027,1.253403,1.653987,0.245908,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.107929,0.353837,-0.211291,102.749542,-1.361431,2.056877
13:52:57:527,16.913681,16.984148,42.018730,42.023075,0.000000,15.821822,100.000000,1.091859,1.210009,1.634617,0.249350,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.104162,0.353511,-0.218291,102.728714,-1.320902,2.001767
13:52:57:527,16.914190,16.987083,42.011101,42.014935,0.000000,15.795840,100.000000,1.118350,1.174425,1.628966,0.254499,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.099969,0.354468,-0.225291,102.715660,-1.281462,1.947820
13:52:57:527,16.918154,16.993484,42.003487,42.008396,0.000000,15.770635,100.000000,1.147519,1.144413,1.630353,0.260470,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.095617,0.356086,-0.232291,102.709625,-1.243088,1.895030
13:52:57:527,16.913223,16.991001,42.011101,42.013535,0.000000,15.746185,100.000000,1.167038,1.118161,1.627331,0.265701,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.091589,0.357290,-0.239291,102.717171,-1.205758,1.843389
13:52:57:527,16.897514,16.977757,42.041618,42.017262,0.000000,15.722470,100.000000,1.175044,1.064889,1.591910,0.266829,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.088596,0.355425,-0.246291,102.710052,-1.169447,1.792893
13:52:57:527,16.847775,16.930496,42.072136,42.030239,0.000000,15.699471,100.000000,1.148303,0.944974,1.471350,0.256913,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.088298,0.345211,-0.253291,102.684021,-1.134134,1.743527
13:52:57:542,16.744818,16.830004,42.064507,42.047474,0.000000,15.677168,100.000000,1.067650,0.650618,1.157444,0.220128,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.093627,0.313755,-0.260291,102.607948,-1.099796,1.695279
13:52:57:562,16.609856,16.697395,42.056892,42.069580,-14.379500,15.655543,100.000000,0.954312,0.139143,0.630326,0.142825,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.104701,0.247525,-0.267291,102.506294,-1.066411,1.648127
13:52:57:582,16.459625,16.549231,41.972954,42.061859,-15.029906,15.634573,100.000000,0.825052,-0.560694,-0.071944,-0.126742,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.120322,-0.006420,-0.272891,102.327873,-1.033957,1.602083
13:52:57:602,16.306707,16.397593,41.950081,42.018867,-17.024040,15.614243,100.000000,0.692465,-1.367471,-0.869280,-0.305779,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.138343,-0.167436,-0.265891,102.075089,-1.002412,1.557116
13:52:57:733,16.132292,16.223207,41.965324,41.969814,-16.893387,15.594533,100.000000,0.537759,-2.256444,-1.755506,-0.422162,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.158932,-0.263229,-0.258891,101.785156,-0.971754,1.513216
13:52:57:733,15.992949,16.082403,41.919548,41.942837,-11.552333,15.575427,100.000000,0.417522,-3.147035,-2.616020,-0.513340,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.178373,-0.334967,-0.251891,101.576317,-0.941963,1.470372
13:52:57:733,15.912104,15.998438,41.911919,41.930714,0.000000,15.556907,100.000000,0.355197,-3.855818,-3.274152,-0.574599,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.192012,-0.382587,-0.244891,101.459709,-0.913017,1.428565
13:52:57:733,15.890347,15.971842,41.896675,41.920429,0.000000,15.538957,100.000000,0.351391,-4.235443,-3.602490,-0.602117,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.196769,-0.405348,-0.237891,101.409882,-0.884896,1.387780
13:52:57:733,15.911406,15.986403,41.995842,41.907227,0.000000,15.521562,100.000000,0.389844,-4.254429,-3.586798,-0.598421,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.192580,-0.405842,-0.230891,101.399498,-0.857580,1.347997
13:52:57:733,15.956074,16.023201,42.079765,41.935440,0.000000,15.504704,100.000000,0.451370,-3.946284,-3.271135,-0.567682,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.180831,-0.386851,-0.223891,101.496399,-0.831048,1.309203
13:52:57:745,16.008560,16.067089,42.079765,42.005001,10.273932,15.488368,100.000000,0.520192,-3.350714,-2.702221,-0.511676,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.162919,-0.348756,-0.216891,101.683800,-0.805282,1.271383
13:52:57:762,16.053514,16.103222,42.095024,42.060776,11.088370,15.472539,100.000000,0.580976,-2.593483,-2.000491,-0.437135,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.142007,-0.295128,-0.209891,101.835098,-0.780261,1.234524
13:52:57:782,16.090839,16.131908,42.041618,42.091595,0.000000,15.457202,100.000000,0.633637,-1.777815,-1.254809,-0.346185,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.120240,-0.225946,-0.202891,101.928291,-0.755967,1.198604
13:52:57:802,16.117661,16.150642,42.018730,42.065693,10.570525,15.442344,100.000000,0.675317,-0.996459,-0.547262,-0.235700,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.099643,-0.136057,-0.195891,101.897095,-0.732382,1.163602
13:52:57:927,16.131475,16.157274,41.896675,42.021053,0.000000,15.427949,100.000000,0.703526,-0.305747,0.071671,0.023578,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.081477,0.105055,-0.191691,101.815109,-0.709486,1.129509
13:52:57:927,16.128086,16.148098,41.957695,41.968174,0.000000,15.414005,100.000000,0.714081,0.227051,0.540744,0.151585,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.067288,0.218872,-0.198691,101.699257,-0.687263,1.096303
13:52:57:927,16.093199,16.109116,41.919548,41.955772,0.000000,15.400497,100.000000,0.692701,0.612279,0.857324,0.208759,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.057376,0.266135,-0.205691,101.631569,-0.665694,1.063972
13:52:57:927,16.071274,16.084806,41.942436,41.949844,0.000000,15.387415,100.000000,0.683859,0.810509,1.023059,0.237219,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.050953,0.288172,-0.212691,101.592979,-0.644762,1.032491
13:52:57:927,16.074673,16.087435,41.980583,41.934853,0.000000,15.374743,100.000000,0.699929,0.897348,1.112949,0.254108,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.046001,0.300109,-0.219691,101.565880,-0.624451,1.001846
13:52:57:927,16.084013,16.097450,42.049248,41.958721,0.000000,15.362473,100.000000,0.721540,0.938309,1.167885,0.265916,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.041860,0.307776,-0.226691,101.624634,-0.604743,0.972021
13:52:57:942,16.084909,16.100266,42.049248,42.000748,0.000000,15.350590,100.000000,0.734320,0.944071,1.185544,0.272392,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.038827,0.311219,-0.233691,101.711784,-0.585623,0.942993
13:52:57:962,16.095819,16.114037,42.087395,42.056538,10.457992,15.339083,100.000000,0.756737,0.925631,1.190155,0.277209,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.036006,0.313215,-0.240691,101.838516,-0.567075,0.914752
13:52:57:982,16.102474,16.123991,42.079765,42.083447,0.000000,15.327940,100.000000,0.774534,0.941050,1.220264,0.285291,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.032706,0.317997,-0.247691,101.903282,-0.549084,0.887278
13:52:58:002,16.093430,16.118446,41.988213,42.080166,0.000000,15.317151,100.000000,0.776278,0.927467,1.212619,0.288007,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.030646,0.318653,-0.254691,101.890625,-0.531633,0.860559
13:52:58:123,16.077566,16.106171,42.026360,42.028717,0.000000,15.306706,100.000000,0.770860,0.892324,1.180691,0.287288,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.029347,0.316635,-0.261691,101.774223,-0.514709,0.834571
13:52:58:123,16.064920,16.097151,41.957695,41.997971,0.000000,15.296594,100.000000,0.768327,0.792128,1.095110,0.279138,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.029348,0.308486,-0.268691,101.702805,-0.498297,0.809300
13:52:58:123,16.061029,16.096872,41.988213,41.979427,0.000000,15.286802,100.000000,0.774227,0.697140,1.020758,0.272299,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.028992,0.301291,-0.275691,101.665413,-0.482382,0.784736
13:52:58:123,16.062176,16.101582,42.026360,41.983181,0.000000,15.277326,100.000000,0.784850,0.614933,0.961212,0.267342,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.028252,0.295594,-0.282691,101.678101,-0.466951,0.760854
13:52:58:123,16.058527,16.101427,42.041618,42.004131,0.000000,15.268152,100.000000,0.790375,0.545347,0.908469,0.263044,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.027485,0.290529,-0.289691,101.719833,-0.451990,0.737637
13:52:58:123,16.055696,16.101997,42.041618,42.016037,0.000000,15.259272,100.000000,0.796425,0.487621,0.866363,0.260142,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.026507,0.286649,-0.296691,101.744270,-0.437487,0.715083
13:52:58:142,16.050819,16.100409,42.026360,42.031013,0.000000,15.250675,100.000000,0.800144,0.401108,0.797652,0.252827,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.026260,0.279088,-0.303691,101.772476,-0.423427,0.693166
13:52:58:162,16.049330,16.102083,42.072136,42.037239,0.000000,15.242358,100.000000,0.806972,0.323614,0.739203,0.246804,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.025762,0.272566,-0.310691,101.786766,-0.409799,0.671862
13:52:58:182,16.042221,16.098013,42.049248,42.048248,0.000000,15.234308,100.000000,0.807913,0.270201,0.696768,0.243014,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.025024,0.268038,-0.317691,101.804314,-0.396591,0.651165
13:52:58:202,16.040802,16.099506,42.041618,42.046249,0.000000,15.226517,100.000000,0.814285,0.235904,0.675128,0.242645,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.023743,0.266388,-0.324691,101.801956,-0.383789,0.631068
13:52:58:324,16.036015,16.097521,41.988213,42.027271,0.000000,15.218978,100.000000,0.817037,0.216254,0.663204,0.243791,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.022334,0.266126,-0.331690,101.761818,-0.371384,0.611544
13:52:58:325,16.033745,16.097948,41.995842,41.990009,0.000000,15.211682,100.000000,0.822062,0.167599,0.628165,0.240885,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.021491,0.262376,-0.338690,101.687759,-0.359362,0.592585
13:52:58:325,16.033644,16.100454,41.988213,41.985977,0.000000,15.204624,100.000000,0.829020,0.126060,0.600819,0.239199,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.020475,0.259674,-0.345690,101.682457,-0.347714,0.574172
13:52:58:326,16.031683,16.101023,42.049248,41.989117,0.000000,15.197794,100.000000,0.833889,0.105545,0.589900,0.240321,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.019141,0.259462,-0.352690,101.689362,-0.336428,0.556294
13:52:58:326,16.025566,16.097368,42.056892,42.016411,0.000000,15.191186,100.000000,0.834380,0.100351,0.588662,0.243065,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.017691,0.260757,-0.359690,101.739929,-0.325494,0.538939
13:52:58:326,16.021942,16.096153,42.056892,42.031204,0.000000,15.184793,100.000000,0.837149,0.105687,0.598307,0.247766,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.015982,0.263748,-0.366690,101.768173,-0.314902,0.522091
13:52:58:342,16.019302,16.095901,42.003487,42.035587,0.000000,15.178609,100.000000,0.840693,0.117652,0.614285,0.253553,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.014148,0.267701,-0.373690,101.776665,-0.304640,0.505734
13:52:58:362,16.020004,16.098976,42.041618,42.035664,0.000000,15.172626,100.000000,0.847378,0.133178,0.635857,0.260300,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.012166,0.272466,-0.380690,101.780197,-0.294701,0.489860
13:52:58:382,16.006489,16.087839,42.033989,42.035286,0.000000,15.166838,100.000000,0.839651,0.131793,0.631359,0.262179,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.011096,0.273275,-0.387690,101.767197,-0.285074,0.474460
13:52:58:402,15.950893,16.034632,42.041618,42.039486,0.000000,15.161240,100.000000,0.789654,0.048186,0.522236,0.244190,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.013297,0.257487,-0.394690,101.717064,-0.275750,0.459513
13:52:58:517,15.838628,15.924716,42.102654,42.040310,-13.163566,15.155825,100.000000,0.682803,-0.232210,0.198112,0.170630,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.021674,0.192303,-0.401690,101.597809,-0.266720,0.445009
13:52:58:517,15.688763,15.776950,42.056892,42.061100,-15.813827,15.150587,100.000000,0.538176,-0.755374,-0.365459,-0.096908,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.036489,-0.060419,-0.398890,101.476845,-0.257975,0.430937
13:52:58:517,15.512087,15.601628,41.995842,42.064278,-18.476963,15.145521,100.000000,0.366566,-1.497786,-1.139710,-0.229997,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.056865,-0.173133,-0.391890,101.290344,-0.249507,0.417289
13:52:58:517,15.335821,15.425662,41.896675,42.028793,-16.680241,15.140621,100.000000,0.195200,-2.405320,-2.056370,-0.343333,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.080693,-0.262640,-0.384890,101.025818,-0.241308,0.404049
13:52:58:517,15.192454,15.281298,41.965324,41.957443,-12.544631,15.135883,100.000000,0.056571,-3.334800,-2.966238,-0.437200,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.103827,-0.333373,-0.377890,100.724312,-0.233369,0.391207
13:52:58:529,15.106857,15.193207,41.942436,41.923088,0.000000,15.131301,100.000000,-0.024444,-4.106684,-3.694849,-0.504525,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.121642,-0.382883,-0.370890,100.558701,-0.225682,0.378752
13:52:58:542,15.070023,15.152267,41.904289,41.917191,0.000000,15.126869,100.000000,-0.056847,-4.577255,-4.125620,-0.542025,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.131481,-0.410545,-0.363890,100.501877,-0.218241,0.366673
13:52:58:562,15.071023,15.147575,41.934807,41.917175,0.000000,15.122582,100.000000,-0.051559,-4.705472,-4.231849,-0.551160,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.132886,-0.418274,-0.356890,100.496681,-0.211037,0.354967
13:52:58:582,15.096069,15.165665,42.079765,41.925594,11.076926,15.118439,100.000000,-0.022369,-4.535564,-4.062505,-0.537045,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.127271,-0.409774,-0.349890,100.533417,-0.204063,0.343613
13:52:58:602,15.150662,15.212547,42.072136,41.974632,0.000000,15.114431,100.000000,0.036231,-4.068212,-3.613670,-0.498186,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.114451,-0.383735,-0.342890,100.683067,-0.197312,0.332605
13:52:58:725,15.200995,15.254790,42.095024,42.037746,0.000000,15.110558,100.000000,0.090438,-3.369845,-2.969480,-0.439552,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.097025,-0.342527,-0.335890,100.855759,-0.190778,0.321932
13:52:58:725,15.235595,15.281292,42.087395,42.078560,0.000000,15.106812,100.000000,0.128782,-2.578274,-2.257669,-0.369276,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.078267,-0.291010,-0.328891,100.966537,-0.184454,0.311582
13:52:58:725,15.260540,15.298467,42.018730,42.088192,0.000000,15.103190,100.000000,0.157350,-1.801612,-1.566388,-0.292405,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.060199,-0.232206,-0.321891,101.004700,-0.178333,0.301556
13:52:58:725,15.270861,15.301632,41.980583,42.054535,10.303496,15.099689,100.000000,0.171171,-1.127788,-0.975279,-0.215106,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.044825,-0.170282,-0.314891,100.940865,-0.172409,0.291833
13:52:58:725,15.281480,15.305937,41.957695,42.003197,0.000000,15.096304,100.000000,0.185176,-0.536833,-0.455244,-0.127813,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.031190,-0.096622,-0.307891,100.842926,-0.166677,0.282415
13:52:58:725,15.281457,15.300622,41.980583,41.948177,0.000000,15.093032,100.000000,0.188425,-0.085818,-0.064134,-0.017745,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.020874,0.003129,-0.300891,100.727036,-0.161129,0.273287
13:52:58:742,15.269372,15.284488,41.911919,41.937664,0.000000,15.089869,100.000000,0.179503,0.241861,0.211164,0.161951,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.013581,0.175532,-0.306491,100.688263,-0.155761,0.264439
13:52:58:762,15.237546,15.250060,41.988213,41.938259,0.000000,15.086811,100.000000,0.150735,0.440383,0.359432,0.200940,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.009709,0.210649,-0.313491,100.651581,-0.150567,0.255866
13:52:58:782,15.227837,15.239131,41.988213,41.945934,0.000000,15.083856,100.000000,0.143981,0.501709,0.407260,0.213506,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.007913,0.221419,-0.320491,100.654915,-0.145542,0.247561
13:52:58:802,15.237145,15.248453,42.095024,41.978786,0.000000,15.080999,100.000000,0.156146,0.499790,0.415851,0.217748,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.006768,0.224516,-0.327491,100.730873,-0.140679,0.239511
13:52:58:919,15.254497,15.266871,42.087395,42.021469,0.000000,15.078238,100.000000,0.176258,0.491212,0.425131,0.222227,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.005496,0.227723,-0.334490,100.836494,-0.135975,0.231714
13:52:58:919,15.267479,15.281790,42.072136,42.060581,0.000000,15.075570,100.000000,0.191909,0.508974,0.453562,0.230503,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.003860,0.234363,-0.341490,100.931129,-0.131425,0.224159
13:52:58:919,15.267370,15.284290,42.018730,42.073952,0.000000,15.072990,100.000000,0.194380,0.500247,0.448692,0.231708,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.003272,0.234980,-0.348490,100.960625,-0.127022,0.216847
13:52:58:919,15.264006,15.283861,41.972954,42.046249,0.000000,15.070498,100.000000,0.193508,0.473221,0.425412,0.229033,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.003205,0.232238,-0.355490,100.904747,-0.122764,0.209762
13:52:58:919,15.257740,15.280601,42.003487,41.995949,0.000000,15.068087,100.000000,0.189653,0.434614,0.389781,0.223515,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.003507,0.227022,-0.362490,100.800560,-0.118644,0.202904
13:52:58:923,15.243819,15.269669,41.972954,41.974190,0.000000,15.065759,100.000000,0.178061,0.389750,0.342546,0.214893,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.004237,0.219130,-0.369490,100.745018,-0.114660,0.196258
13:52:58:942,15.235225,15.264015,41.995842,41.969833,0.000000,15.063508,100.000000,0.171717,0.342699,0.297598,0.206228,0.800000,0.170000,0.860000,1.130000,0.350000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,15.000000,-0.004841,0.211070,-0.376490,100.730087,-0.110806,0.189824
